Pusat/Daerah,Provinsi,Tipe Instansi,Nama Instansi,Akun SPLP,Akun Nasional,Domain
Pemerintah Daerah,Papua Barat,Kabupaten,Kabupaten Kaimana,,,
Pemerintah Daerah,Papua Barat,Kabupaten,Kabupaten Manokwari,ada,diskominfo_manokwarikab,manokwarikab.go.id
Pemerintah Daerah,Papua Barat,Kabupaten,Kabupaten Teluk Bintuni,,,
Pemerintah Daerah,Papua Barat,Kabupaten,Kabupaten Pegunungan Arfak ,,,
Pemerintah Daerah,Papua Barat,Kabupaten,Kabupaten Teluk Wondama,,,
Pemerintah Daerah,Papua Barat,Kabupaten,Kabupaten Manokwari Selatan,,,
Pemerintah Daerah,Papua Barat Daya,Provinsi,Provinsi Papua Barat Daya,,,
Pemerintah Daerah,Papua Barat Daya,Kabupaten,Kabupaten Tambrauw,,,
Pemerintah Daerah,Papua Barat Daya,Kabupaten,Kabupaten Maybrat,,,
Pemerintah Daerah,Papua Barat Daya,Kabupaten,Kabupaten Sorong Selatan,,,
Pemerintah Daerah,Papua Barat Daya,Kabupaten,Kabupaten Sorong ,ada,diskominfo_sorongkab,sorongkab.go.id
Pemerintah Daerah,Papua Barat Daya,Kabupaten,Kabupaten Raja Ampat,,,
Pemerintah Daerah,Papua Barat Daya,Kota,Kota Sorong,,,
Pemerintah Daerah,Papua,Provinsi,Provinsi Papua,ada,diskominfo_papuaprov,papua.go.id
Pemerintah Daerah,Papua,Kabupaten,Kabupaten supiori,,,
Pemerintah Daerah,Papua,Kabupaten,Kabupaten Biak Numfor,,,
Pemerintah Daerah,Papua,Kabupaten,Kabupaten Memberano Raya,,,
Pemerintah Daerah,Papua,Kabupaten,Kabupaten Sarmi ,,,
Pemerintah Daerah,Papua,Kota,Kota Jayapura,,,
Pemerintah Daerah,Papua,Kabupaten,Kabupaten Jayapura,,,
Pemerintah Daerah,Papua,Kabupaten,Kabupaten Waropen,,,
Pemerintah Daerah,Papua,Kabupaten,Kabupaten Keerom,,,
Pemerintah Daerah,Papua,Kabupaten,Kabupaten Kepulauan Yapen,,,
Pemerintah Daerah,Papua Selatan,Provinsi,Provinsi Papua Selatan,,,
Pemerintah Daerah,Papua Selatan,Kabupaten,Kabupaten Boven Digoel,,,
Pemerintah Daerah,Papua Selatan,Kabupaten,Kabupaten Asmat,,,
Pemerintah Daerah,Papua Selatan,Kabupaten,Kabupaten Mappi,,,
Pemerintah Daerah,Papua Selatan,Kabupaten,Kabupaten Merauke,,,
Pemerintah Daerah,Papua Tengah,Provinsi,Provinsi Papua Tengah,,,
Pemerintah Daerah,Papua Tengah,Kabupaten,Kabupaten Dogiyai,,,
Pemerintah Daerah,Papua Tengah,Kabupaten,Kabupaten Nabire ,ada,diskominfo_nabirekab,nabirekab.go.id
Pemerintah Daerah,Papua Tengah,Kabupaten,Kabupaten Deiyai,,,
Pemerintah Daerah,Papua Tengah,Kabupaten,Kabupaten Paniai,,,
Pemerintah Daerah,Papua Tengah,Kabupaten,Kabupaten Intan Jaya,,,
Pemerintah Daerah,Papua Tengah,Kabupaten,Kabupaten Puncak,,,
Pemerintah Daerah,Papua Tengah,Kabupaten,Kabupaten Puncak Jaya,,,
Pemerintah Daerah,Papua Tengah,Kabupaten,Kabupaten Mimika,,,
Pemerintah Daerah,Papua Pegunungan,Provinsi,Provinsi Papua Pegunungan,,,
Pemerintah Daerah,Papua Pegunungan,Kabupaten,Kabupaten Mamberamo Tengah,,,
Pemerintah Daerah,Papua Pegunungan,Kabupaten,Kabupaten Tolikara,,,
Pemerintah Daerah,Papua Pegunungan,Kabupaten,Kabupaten Jayawijaya,,,
Pemerintah Daerah,Papua Pegunungan,Kabupaten,Kabupaten Yahukimo,,,
Pemerintah Daerah,Papua Pegunungan,Kabupaten,Kabupaten Yalimo,,,
Pemerintah Daerah,Papua Pegunungan,Kabupaten,Kabupaten Pegunungan Bintang,,,
Pemerintah Daerah,Papua Pegunungan,Kabupaten,Kabupaten Lanny Jaya,,,
Pemerintah Daerah,Papua Pegunungan,Kabupaten,Kabupaten Nduga,,,
